pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
12,Nova Scotia,Nouvelle-Écosse,2020-07-25,30,2020,1.0,1067,0.0,104.64,63,0.0,6.18,0.0,0.0,1.0,0.0,0.1,0.0,0.04,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-07-25,30,2020,1.0,36,0.0,21.09,0,0.0,0.0,0.0,0.0,2.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-07-25,30,2020,1.0,14,1.0,31.97,0,0.0,0.0,2.28,0.0,3.0,0.0,6.85,0.0,0.14,0.33,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-07-25,30,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-07-25,30,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-07-25,30,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-07-25,30,2020,,106782,3469.0,274.29,8904,39.0,22.87,8.91,0.1,6341.0,96.0,16.29,0.25,495.57,1.27,5.57,0.01
59,British Columbia,Colombie-Britannique,2020-08-01,31,2020,1.0,3641,222.0,68.45,195,4.0,3.67,4.17,0.08,443.0,6.0,8.33,0.11,31.71,0.6,0.57,0.01
48,Alberta,Alberta,2020-08-01,31,2020,1.0,10937,709.0,240.74,200,16.0,4.4,15.61,0.35,1508.0,30.0,33.19,0.66,101.29,2.23,2.29,0.05
47,Saskatchewan,Saskatchewan,2020-08-01,31,2020,1.0,1334,198.0,111.65,18,2.0,1.51,16.57,0.17,393.0,3.0,32.89,0.25,28.29,2.37,0.29,0.02
46,Manitoba,Manitoba,2020-08-01,31,2020,1.0,417,29.0,29.59,8,1.0,0.57,2.06,0.07,80.0,1.0,5.68,0.07,4.14,0.29,0.14,0.01
35,Ontario,Ontario,2020-08-01,31,2020,1.0,39333,790.0,260.32,2739,17.0,18.13,5.23,0.11,1893.0,28.0,12.53,0.19,112.86,0.75,2.43,0.02
24,Quebec,Québec,2020-08-01,31,2020,1.0,52434,936.0,602.99,5726,10.0,65.85,10.76,0.11,2030.0,21.0,23.34,0.24,133.71,1.54,1.43,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-08-01,31,2020,1.0,266,1.0,50.57,3,0.0,0.57,0.19,0.0,4.0,0.0,0.76,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-08-01,31,2020,1.0,170,0.0,20.93,2,0.0,0.25,0.0,0.0,2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-08-01,31,2020,1.0,1070,3.0,104.93,64,1.0,6.28,0.29,0.1,3.0,1.0,0.29,0.1,0.41,0.04,0.1,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2020-08-01,31,2020,1.0,36,0.0,21.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-08-01,31,2020,1.0,14,0.0,31.97,0,0.0,0.0,0.0,0.0,1.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-08-01,31,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-08-01,31,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-08-01,31,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-08-01,31,2020,,109670,2888.0,281.71,8955,51.0,23.0,7.42,0.13,6357.0,90.0,16.33,0.23,412.57,1.06,7.29,0.02
59,British Columbia,Colombie-Britannique,2020-08-08,32,2020,1.0,3934,293.0,73.96,195,0.0,3.67,5.51,0.0,515.0,4.0,9.68,0.08,41.86,0.79,0.0,0.0
48,Alberta,Alberta,2020-08-08,32,2020,1.0,11565,628.0,254.56,214,14.0,4.71,13.82,0.31,1337.0,30.0,29.43,0.66,89.71,1.97,2.0,0.04
47,Saskatchewan,Saskatchewan,2020-08-08,32,2020,1.0,1433,99.0,119.94,20,2.0,1.67,8.29,0.17,297.0,4.0,24.86,0.33,14.14,1.18,0.29,0.02
46,Manitoba,Manitoba,2020-08-08,32,2020,1.0,507,90.0,35.98,8,0.0,0.57,6.39,0.0,119.0,1.0,8.44,0.07,12.86,0.91,0.0,0.0
35,Ontario,Ontario,2020-08-08,32,2020,1.0,39967,634.0,264.52,2746,7.0,18.17,4.2,0.05,1424.0,24.0,9.42,0.16,90.57,0.6,1.0,0.01
24,Quebec,Québec,2020-08-08,32,2020,1.0,53304,870.0,613.0,5737,11.0,65.98,10.0,0.13,1806.0,21.0,20.77,0.24,124.29,1.43,1.57,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-08-08,32,2020,1.0,267,1.0,50.76,3,0.0,0.57,0.19,0.0,2.0,0.0,0.38,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-08-08,32,2020,1.0,176,6.0,21.67,2,0.0,0.25,0.74,0.0,6.0,0.0,0.74,0.0,0.86,0.11,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-08-08,32,2020,1.0,1071,1.0,105.03,64,0.0,6.28,0.1,0.0,4.0,1.0,0.39,0.1,0.16,0.02,0.04,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-08-08,32,2020,1.0,36,0.0,21.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-08-08,32,2020,1.0,15,1.0,34.26,0,0.0,0.0,2.28,0.0,1.0,0.0,2.28,0.0,0.14,0.33,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-08-08,32,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-08-08,32,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-08-08,32,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-08-08,32,2020,,112293,2623.0,288.45,8989,34.0,23.09,6.74,0.09,5511.0,85.0,14.16,0.22,374.71,0.96,4.86,0.01
59,British Columbia,Colombie-Britannique,2020-08-15,33,2020,1.0,4358,424.0,81.93,196,1.0,3.68,7.97,0.02,717.0,1.0,13.48,0.02,60.57,1.14,0.14,0.0
48,Alberta,Alberta,2020-08-15,33,2020,1.0,12152,587.0,267.48,225,11.0,4.95,12.92,0.24,1215.0,25.0,26.74,0.55,83.86,1.85,1.57,0.03
47,Saskatchewan,Saskatchewan,2020-08-15,33,2020,1.0,1566,133.0,131.07,21,1.0,1.76,11.13,0.08,232.0,3.0,19.42,0.25,19.0,1.59,0.14,0.01
46,Manitoba,Manitoba,2020-08-15,33,2020,1.0,663,156.0,47.05,9,1.0,0.64,11.07,0.07,246.0,1.0,17.46,0.07,22.29,1.58,0.14,0.01
35,Ontario,Ontario,2020-08-15,33,2020,1.0,40565,598.0,268.47,2751,5.0,18.21,3.96,0.03,1232.0,12.0,8.15,0.08,85.43,0.57,0.71,0.0
24,Quebec,Québec,2020-08-15,33,2020,1.0,53897,593.0,619.82,5753,16.0,66.16,6.82,0.18,1463.0,27.0,16.82,0.31,84.71,0.97,2.29,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-08-15,33,2020,1.0,268,1.0,50.95,3,0.0,0.57,0.19,0.0,2.0,0.0,0.38,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-08-15,33,2020,1.0,184,8.0,22.66,2,0.0,0.25,0.99,0.0,14.0,0.0,1.72,0.0,1.14,0.14,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-08-15,33,2020,1.0,1074,3.0,105.32,64,0.0,6.28,0.29,0.0,4.0,0.0,0.39,0.0,0.41,0.04,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-08-15,33,2020,1.0,41,5.0,24.02,0,0.0,0.0,2.93,0.0,5.0,0.0,2.93,0.0,0.65,0.38,0.0,0.0
60,Yukon,Yukon,2020-08-15,33,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,1.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-08-15,33,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-08-15,33,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-08-15,33,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-08-15,33,2020,,114801,2508.0,294.89,9024,35.0,23.18,6.44,0.09,5131.0,69.0,13.18,0.18,358.29,0.92,5.0,0.01
59,British Columbia,Colombie-Britannique,2020-08-22,34,2020,1.0,4915,557.0,92.4,202,6.0,3.8,10.47,0.11,981.0,7.0,18.44,0.13,79.57,1.5,0.86,0.02
48,Alberta,Alberta,2020-08-22,34,2020,1.0,12845,693.0,282.74,232,7.0,5.11,15.25,0.15,1280.0,18.0,28.17,0.4,99.0,2.18,1.0,0.02
47,Saskatchewan,Saskatchewan,2020-08-22,34,2020,1.0,1597,31.0,133.66,22,1.0,1.84,2.59,0.08,164.0,2.0,13.73,0.17,4.43,0.37,0.14,0.01
46,Manitoba,Manitoba,2020-08-22,34,2020,1.0,872,209.0,61.88,12,3.0,0.85,14.83,0.21,365.0,4.0,25.9,0.28,29.86,2.12,0.43,0.03
35,Ontario,Ontario,2020-08-22,34,2020,1.0,41287,722.0,273.25,2759,8.0,18.26,4.78,0.05,1320.0,13.0,8.74,0.09,103.14,0.68,1.14,0.01
24,Quebec,Québec,2020-08-22,34,2020,1.0,54479,582.0,626.51,5769,16.0,66.34,6.69,0.18,1175.0,32.0,13.51,0.37,83.14,0.96,2.29,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-08-22,34,2020,1.0,268,0.0,50.95,3,0.0,0.57,0.0,0.0,1.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-08-22,34,2020,1.0,188,4.0,23.15,2,0.0,0.25,0.49,0.0,12.0,0.0,1.48,0.0,0.57,0.07,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-08-22,34,2020,1.0,1079,5.0,105.81,65,1.0,6.37,0.49,0.1,8.0,1.0,0.78,0.1,0.67,0.07,0.1,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2020-08-22,34,2020,1.0,44,3.0,25.78,0,0.0,0.0,1.76,0.0,8.0,0.0,4.69,0.0,0.49,0.29,0.0,0.0
60,Yukon,Yukon,2020-08-22,34,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-08-22,34,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-08-22,34,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-08-22,34,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-08-22,34,2020,,117607,2806.0,302.1,9066,42.0,23.29,7.21,0.11,5314.0,77.0,13.65,0.2,400.86,1.03,6.0,0.02
59,British Columbia,Colombie-Britannique,2020-08-29,35,2020,1.0,5496,581.0,103.32,204,2.0,3.84,10.92,0.04,1138.0,8.0,21.39,0.15,83.0,1.56,0.29,0.01
48,Alberta,Alberta,2020-08-29,35,2020,1.0,13693,848.0,301.4,237,5.0,5.22,18.67,0.11,1541.0,12.0,33.92,0.26,121.14,2.67,0.71,0.02
47,Saskatchewan,Saskatchewan,2020-08-29,35,2020,1.0,1615,18.0,135.17,24,2.0,2.01,1.51,0.17,49.0,3.0,4.1,0.25,2.57,0.22,0.29,0.02
46,Manitoba,Manitoba,2020-08-29,35,2020,1.0,1151,279.0,81.68,14,2.0,0.99,19.8,0.14,488.0,5.0,34.63,0.35,39.86,2.83,0.29,0.02
35,Ontario,Ontario,2020-08-29,35,2020,1.0,42083,796.0,278.52,2771,12.0,18.34,5.27,0.08,1518.0,20.0,10.05,0.13,113.71,0.75,1.71,0.01
24,Quebec,Québec,2020-08-29,35,2020,1.0,55193,714.0,634.72,5783,14.0,66.5,8.21,0.16,1296.0,30.0,14.9,0.34,102.0,1.17,2.0,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-08-29,35,2020,1.0,269,1.0,51.14,3,0.0,0.57,0.19,0.0,1.0,0.0,0.19,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-08-29,35,2020,1.0,191,3.0,23.52,2,0.0,0.25,0.37,0.0,7.0,0.0,0.86,0.0,0.43,0.05,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-08-29,35,2020,1.0,1084,5.0,106.3,65,0.0,6.37,0.49,0.0,10.0,1.0,0.98,0.1,0.71,0.07,0.04,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-08-29,35,2020,1.0,44,0.0,25.78,0,0.0,0.0,0.0,0.0,3.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-08-29,35,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-08-29,35,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-08-29,35,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-08-29,35,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-08-29,35,2020,,120852,3245.0,310.43,9103,37.0,23.38,8.34,0.1,6051.0,79.0,15.54,0.2,463.57,1.19,5.29,0.01
59,British Columbia,Colombie-Britannique,2020-09-05,36,2020,1.0,6162,666.0,115.84,211,7.0,3.97,12.52,0.13,1247.0,9.0,23.44,0.17,95.14,1.79,1.0,0.02
48,Alberta,Alberta,2020-09-05,36,2020,1.0,14689,996.0,323.32,244,7.0,5.37,21.92,0.15,1844.0,12.0,40.59,0.26,142.29,3.13,1.0,0.02
47,Saskatchewan,Saskatchewan,2020-09-05,36,2020,1.0,1643,28.0,137.51,24,0.0,2.01,2.34,0.0,46.0,2.0,3.85,0.17,4.0,0.33,0.0,0.0
46,Manitoba,Manitoba,2020-09-05,36,2020,1.0,1294,143.0,91.82,16,2.0,1.14,10.15,0.14,422.0,4.0,29.95,0.28,20.43,1.45,0.29,0.02
35,Ontario,Ontario,2020-09-05,36,2020,1.0,43003,920.0,284.61,2774,3.0,18.36,6.09,0.02,1716.0,15.0,11.36,0.1,131.43,0.87,0.43,0.0
24,Quebec,Québec,2020-09-05,36,2020,1.0,56440,1247.0,649.06,5789,6.0,66.57,14.34,0.07,1961.0,20.0,22.55,0.23,178.14,2.05,0.86,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-09-05,36,2020,1.0,270,1.0,51.33,3,0.0,0.57,0.19,0.0,2.0,0.0,0.38,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-09-05,36,2020,1.0,192,1.0,23.64,2,0.0,0.25,0.12,0.0,4.0,0.0,0.49,0.0,0.14,0.02,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-09-05,36,2020,1.0,1086,2.0,106.5,65,0.0,6.37,0.2,0.0,7.0,0.0,0.69,0.0,0.31,0.03,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-09-05,36,2020,1.0,49,5.0,28.71,0,0.0,0.0,2.93,0.0,5.0,0.0,2.93,0.0,0.73,0.43,0.0,0.0
60,Yukon,Yukon,2020-09-05,36,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-09-05,36,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-09-05,36,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-09-05,36,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-09-05,36,2020,,124861,4009.0,320.73,9128,25.0,23.45,10.3,0.06,7254.0,62.0,18.63,0.16,572.71,1.47,3.57,0.01
59,British Columbia,Colombie-Britannique,2020-09-12,37,2020,1.0,6962,800.0,130.88,213,2.0,4.0,15.04,0.04,1466.0,9.0,27.56,0.17,114.29,2.15,0.29,0.01
48,Alberta,Alberta,2020-09-12,37,2020,1.0,15577,888.0,342.87,252,8.0,5.55,19.55,0.18,1884.0,15.0,41.47,0.33,126.86,2.79,1.14,0.03
47,Saskatchewan,Saskatchewan,2020-09-12,37,2020,1.0,1709,66.0,143.04,24,0.0,2.01,5.52,0.0,94.0,0.0,7.87,0.0,9.43,0.79,0.0,0.0
46,Manitoba,Manitoba,2020-09-12,37,2020,1.0,1410,116.0,100.06,16,0.0,1.14,8.23,0.0,259.0,2.0,18.38,0.14,16.57,1.18,0.0,0.0
35,Ontario,Ontario,2020-09-12,37,2020,1.0,44300,1297.0,293.19,2776,2.0,18.37,8.58,0.01,2217.0,5.0,14.67,0.03,185.29,1.23,0.29,0.0
24,Quebec,Québec,2020-09-12,37,2020,1.0,58163,1723.0,668.87,5798,9.0,66.68,19.81,0.1,2970.0,15.0,34.15,0.17,246.14,2.83,1.29,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-09-12,37,2020,1.0,271,1.0,51.52,3,0.0,0.57,0.19,0.0,2.0,0.0,0.38,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-09-12,37,2020,1.0,193,1.0,23.77,2,0.0,0.25,0.12,0.0,2.0,0.0,0.25,0.0,0.14,0.02,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-09-12,37,2020,1.0,1086,0.0,106.5,65,0.0,6.37,0.0,0.0,2.0,0.0,0.2,0.0,0.04,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-09-12,37,2020,1.0,55,6.0,32.22,0,0.0,0.0,3.52,0.0,11.0,0.0,6.44,0.0,0.88,0.51,0.0,0.0
60,Yukon,Yukon,2020-09-12,37,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-09-12,37,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-09-12,37,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-09-12,37,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-09-12,37,2020,,129759,4898.0,333.31,9149,21.0,23.5,12.58,0.05,8907.0,46.0,22.88,0.12,699.71,1.8,3.0,0.01
59,British Columbia,Colombie-Britannique,2020-09-19,38,2020,1.0,7842,880.0,147.42,223,10.0,4.19,16.54,0.19,1680.0,12.0,31.58,0.23,125.71,2.36,1.43,0.03
48,Alberta,Alberta,2020-09-19,38,2020,1.0,16571,994.0,364.75,253,1.0,5.57,21.88,0.02,1882.0,9.0,41.43,0.2,142.0,3.13,0.14,0.0
47,Saskatchewan,Saskatchewan,2020-09-19,38,2020,1.0,1787,78.0,149.56,24,0.0,2.01,6.53,0.0,144.0,0.0,12.05,0.0,11.14,0.93,0.0,0.0
46,Manitoba,Manitoba,2020-09-19,38,2020,1.0,1558,148.0,110.56,16,0.0,1.14,10.5,0.0,264.0,0.0,18.73,0.0,21.14,1.5,0.0,0.0
35,Ontario,Ontario,2020-09-19,38,2020,1.0,46484,2184.0,307.65,2788,12.0,18.45,14.45,0.08,3481.0,14.0,23.04,0.09,312.0,2.06,1.71,0.01
24,Quebec,Québec,2020-09-19,38,2020,1.0,60660,2497.0,697.59,5827,29.0,67.01,28.72,0.33,4220.0,38.0,48.53,0.44,356.71,4.1,4.14,0.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-09-19,38,2020,1.0,272,1.0,51.71,3,0.0,0.57,0.19,0.0,2.0,0.0,0.38,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-09-19,38,2020,1.0,194,1.0,23.89,2,0.0,0.25,0.12,0.0,2.0,0.0,0.25,0.0,0.14,0.02,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-09-19,38,2020,1.0,1086,0.0,106.5,65,0.0,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-09-19,38,2020,1.0,57,2.0,33.39,0,0.0,0.0,1.17,0.0,8.0,0.0,4.69,0.0,0.24,0.14,0.0,0.0
60,Yukon,Yukon,2020-09-19,38,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-09-19,38,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-09-19,38,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-09-19,38,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-09-19,38,2020,,136544,6785.0,350.74,9201,52.0,23.63,17.43,0.13,11683.0,73.0,30.01,0.19,969.29,2.49,7.43,0.02
59,British Columbia,Colombie-Britannique,2020-09-26,39,2020,1.0,8641,799.0,162.45,230,7.0,4.32,15.02,0.13,1679.0,17.0,31.56,0.32,114.14,2.15,1.0,0.02
48,Alberta,Alberta,2020-09-26,39,2020,1.0,17590,1019.0,387.18,262,9.0,5.77,22.43,0.2,2013.0,10.0,44.31,0.22,145.57,3.2,1.29,0.03
47,Saskatchewan,Saskatchewan,2020-09-26,39,2020,1.0,1863,76.0,155.93,24,0.0,2.01,6.36,0.0,154.0,0.0,12.89,0.0,10.86,0.91,0.0,0.0
46,Manitoba,Manitoba,2020-09-26,39,2020,1.0,1829,271.0,129.79,19,3.0,1.35,19.23,0.21,419.0,3.0,29.73,0.21,38.71,2.75,0.43,0.03
35,Ontario,Ontario,2020-09-26,39,2020,1.0,49340,2856.0,326.55,2799,11.0,18.52,18.9,0.07,5040.0,23.0,33.36,0.15,408.0,2.7,1.57,0.01
24,Quebec,Québec,2020-09-26,39,2020,1.0,65273,4613.0,750.64,5853,26.0,67.31,53.05,0.3,7110.0,55.0,81.76,0.63,659.0,7.58,3.71,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-09-26,39,2020,1.0,272,0.0,51.71,3,0.0,0.57,0.0,0.0,1.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-09-26,39,2020,1.0,200,6.0,24.63,2,0.0,0.25,0.74,0.0,7.0,0.0,0.86,0.0,0.86,0.11,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-09-26,39,2020,1.0,1087,1.0,106.6,65,0.0,6.37,0.1,0.0,1.0,0.0,0.1,0.0,0.1,0.01,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-09-26,39,2020,1.0,58,1.0,33.98,0,0.0,0.0,0.59,0.0,3.0,0.0,1.76,0.0,0.16,0.1,0.0,0.0
60,Yukon,Yukon,2020-09-26,39,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-09-26,39,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-09-26,39,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-09-26,39,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-09-26,39,2020,,146186,9642.0,375.51,9257,56.0,23.78,24.77,0.14,16427.0,108.0,42.2,0.28,1377.43,3.54,8.0,0.02
59,British Columbia,Colombie-Britannique,2020-10-03,40,2020,1.0,9381,740.0,176.36,238,8.0,4.47,13.91,0.15,1539.0,15.0,28.93,0.28,105.71,1.99,1.14,0.02
48,Alberta,Alberta,2020-10-03,40,2020,1.0,18731,1141.0,412.29,277,15.0,6.1,25.11,0.33,2160.0,24.0,47.54,0.53,163.0,3.59,2.14,0.05
47,Saskatchewan,Saskatchewan,2020-10-03,40,2020,1.0,1954,91.0,163.54,24,0.0,2.01,7.62,0.0,167.0,0.0,13.98,0.0,13.0,1.09,0.0,0.0
46,Manitoba,Manitoba,2020-10-03,40,2020,1.0,2108,279.0,149.59,22,3.0,1.56,19.8,0.21,550.0,6.0,39.03,0.43,39.86,2.83,0.43,0.03
35,Ontario,Ontario,2020-10-03,40,2020,1.0,53633,4293.0,354.96,2929,130.0,19.39,28.41,0.86,7149.0,141.0,47.31,0.93,613.29,4.06,18.57,0.12
24,Quebec,Québec,2020-10-03,40,2020,1.0,72571,7298.0,834.57,5913,60.0,68.0,83.93,0.69,11911.0,86.0,136.98,0.99,1042.57,11.99,8.57,0.1
